Date,Day_of_Week,Month,Quarter,Holiday_Indicator,Product_ID,Category,Price,Promotion_Type,Promotion_Duration,Discount_Applied,Customer_Segment,Region,Inventory_Levels,Competitor_Pricing_Indicator,Units_Sold,Revenue
2023-08-25,Friday,8,3,0,PROD_106,Beauty,126.45,None,0,0.0,Retail,South,209,Lower,23,2908.35
2023-08-26,Saturday,8,3,0,PROD_113,Apparel,157.83,None,0,0.0,Retail,North,390,Higher,57,8996.31
2023-08-27,Sunday,8,3,0,PROD_114,Beauty,128.2,Seasonal Sale,10,0.15,Wholesale,West,158,Same,13,1416.61
2023-08-28,Monday,8,3,0,PROD_106,Apparel,168.82,None,0,0.0,Retail,West,122,Higher,58,9791.56
2023-08-29,Tuesday,8,3,0,PROD_108,Home & Garden,193.97,None,0,0.0,Retail,West,190,Same,34,6594.98
2023-08-31,Thursday,8,3,0,PROD_147,Home & Garden,207.18,None,0,0.0,Retail,East,370,Higher,55,11394.9
2023-09-02,Saturday,9,3,0,PROD_107,Home & Garden,166.76,Seasonal Sale,11,0.15,Retail,East,292,Lower,32,4535.87
2023-09-03,Sunday,9,3,0,PROD_149,Home & Garden,220.61,None,0,0.0,Corporate,West,435,Higher,32,7059.52
2023-09-04,Monday,9,3,0,PROD_122,Home & Garden,55.26,Seasonal Sale,11,0.15,Retail,East,240,Lower,41,1925.81
2023-09-05,Tuesday,9,3,0,PROD_128,Beauty,75.42,Clearance,3,0.4,Retail,South,232,Higher,98,4434.7
2023-09-06,Wednesday,9,3,0,PROD_117,Beauty,248.34,None,0,0.0,Retail,East,360,Higher,36,8940.24
2023-09-07,Thursday,9,3,0,PROD_130,Beauty,106.92,None,0,0.0,Corporate,East,443,Same,32,3421.44
2023-09-08,Friday,9,3,0,PROD_129,Apparel,21.52,None,0,0.0,Retail,West,426,Lower,19,408.88
2023-09-09,Saturday,9,3,0,PROD_138,Apparel,58.83,Flash Sale,13,0.25,Retail,North,75,Higher,71,3132.7
2023-09-11,Monday,9,3,0,PROD_134,Apparel,78.73,None,0,0.0,Wholesale,North,409,Same,25,1968.25
2023-09-12,Tuesday,9,3,0,PROD_117,Apparel,287.84,None,0,0.0,Wholesale,North,361,Higher,23,6620.32
2023-09-13,Wednesday,9,3,0,PROD_141,Home & Garden,178.32,None,0,0.0,Retail,South,453,Lower,7,1248.24
2023-09-14,Thursday,9,3,0,PROD_138,Home & Garden,280.83,Seasonal Sale,4,0.15,Retail,East,121,Lower,26,6206.34
2023-09-15,Friday,9,3,0,PROD_116,Home & Garden,178.92,None,0,0.0,Retail,North,440,Higher,54,9661.68
2023-09-16,Saturday,9,3,0,PROD_113,Electronics,151.62,Seasonal Sale,5,0.15,Retail,West,211,Same,59,7603.74
2023-09-17,Sunday,9,3,0,PROD_130,Beauty,104.41,Clearance,3,0.4,Retail,North,329,Higher,65,4071.99
2023-09-18,Monday,9,3,0,PROD_123,Apparel,187.82,None,0,0.0,Retail,North,219,Same,49,9203.18
2023-09-19,Tuesday,9,3,0,PROD_134,Apparel,54.67,Flash Sale,10,0.25,Retail,East,252,Same,43,1763.11
2023-09-20,Wednesday,9,3,0,PROD_143,Home & Garden,271.0,None,0,0.0,Retail,East,452,Same,43,11653.0
2023-09-21,Thursday,9,3,0,PROD_144,Apparel,251.36,Flash Sale,7,0.25,Wholesale,East,246,Same,55,10368.6
2023-09-23,Saturday,9,3,0,PROD_133,Apparel,105.5,Seasonal Sale,3,0.15,Corporate,South,390,Same,20,1793.5
2023-09-24,Sunday,9,3,0,PROD_102,Beauty,286.55,Flash Sale,12,0.25,Wholesale,South,158,Same,48,10315.8
2023-09-25,Monday,9,3,0,PROD_136,Home & Garden,250.18,None,0,0.0,Retail,North,363,Same,15,3752.7
2023-09-26,Tuesday,9,3,0,PROD_142,Beauty,204.9,None,0,0.0,Retail,East,324,Same,41,8400.9
2023-09-27,Wednesday,9,3,0,PROD_139,Electronics,49.7,None,0,0.0,Corporate,North,168,Higher,62,3081.4
2023-09-29,Friday,9,3,0,PROD_125,Electronics,151.3,None,0,0.0,Retail,West,134,Lower,28,4236.4
2023-09-30,Saturday,9,3,0,PROD_122,Electronics,159.24,None,0,0.0,Retail,West,469,Same,19,3025.56
2023-10-02,Monday,10,4,0,PROD_143,Home & Garden,81.28,None,0,0.0,Retail,East,82,Lower,43,3495.04
2023-10-03,Tuesday,10,4,0,PROD_138,Apparel,37.79,None,0,0.0,Wholesale,East,123,Same,43,1624.97
2023-10-05,Thursday,10,4,0,PROD_114,Home & Garden,236.37,None,0,0.0,Wholesale,West,358,Same,52,12291.24
2023-10-06,Friday,10,4,0,PROD_148,Home & Garden,49.78,Flash Sale,9,0.25,Retail,East,378,Lower,32,1194.72
2023-10-07,Saturday,10,4,0,PROD_103,Apparel,184.37,None,0,0.0,Retail,South,175,Lower,44,8112.28
2023-10-08,Sunday,10,4,0,PROD_128,Beauty,281.89,None,0,0.0,Corporate,South,292,Lower,26,7329.14
2023-10-09,Monday,10,4,0,PROD_121,Electronics,264.69,None,0,0.0,Retail,East,25,Same,20,5293.8
2023-10-10,Tuesday,10,4,0,PROD_124,Beauty,94.16,None,0,0.0,Wholesale,West,166,Higher,101,9510.16
2023-10-11,Wednesday,10,4,0,PROD_112,Electronics,257.66,Clearance,3,0.4,Wholesale,North,203,Lower,40,6183.84
2023-10-12,Thursday,10,4,0,PROD_117,Home & Garden,15.09,None,0,0.0,Wholesale,East,47,Same,28,422.52
2023-10-13,Friday,10,4,0,PROD_132,Electronics,20.04,Seasonal Sale,13,0.15,Retail,East,469,Same,77,1311.62
2023-10-14,Saturday,10,4,0,PROD_115,Home & Garden,186.73,Clearance,3,0.4,Retail,North,57,Same,41,4593.56
2023-10-15,Sunday,10,4,0,PROD_144,Beauty,118.97,Flash Sale,6,0.25,Retail,East,138,Higher,87,7762.79
2023-10-16,Monday,10,4,0,PROD_141,Home & Garden,125.14,Seasonal Sale,11,0.15,Wholesale,North,312,Same,55,5850.3
2023-10-17,Tuesday,10,4,0,PROD_143,Beauty,175.87,Flash Sale,11,0.25,Corporate,West,390,Same,62,8177.96
2023-10-18,Wednesday,10,4,0,PROD_101,Apparel,69.66,Clearance,7,0.4,Retail,South,263,Lower,98,4096.01
2023-10-19,Thursday,10,4,0,PROD_134,Apparel,75.35,Seasonal Sale,6,0.15,Retail,West,87,Lower,21,1345.0
2023-10-20,Friday,10,4,0,PROD_141,Apparel,153.11,None,0,0.0,Corporate,South,233,Same,22,3368.42
2023-10-21,Saturday,10,4,0,PROD_133,Home & Garden,229.96,Seasonal Sale,5,0.15,Wholesale,North,237,Lower,44,8600.5
2023-10-22,Sunday,10,4,0,PROD_129,Apparel,191.56,None,0,0.0,Wholesale,South,196,Same,38,7279.28
2023-10-23,Monday,10,4,0,PROD_112,Electronics,99.75,Seasonal Sale,12,0.15,Retail,West,318,Same,59,5002.46
2023-10-24,Tuesday,10,4,0,PROD_112,Beauty,137.65,None,0,0.0,Retail,South,183,Same,17,2340.05
2023-10-25,Wednesday,10,4,0,PROD_117,Beauty,63.64,None,0,0.0,Wholesale,North,77,Lower,42,2672.88
2023-10-26,Thursday,10,4,0,PROD_131,Electronics,36.27,None,0,0.0,Wholesale,South,288,Same,35,1269.45
2023-10-27,Friday,10,4,0,PROD_131,Home & Garden,238.07,None,0,0.0,Retail,East,327,Same,20,4761.4
2023-10-28,Saturday,10,4,0,PROD_134,Home & Garden,90.64,None,0,0.0,Retail,West,77,Higher,39,3534.96
2023-10-29,Sunday,10,4,0,PROD_138,Beauty,65.66,None,0,0.0,Retail,East,307,Lower,44,2889.04
2023-10-30,Monday,10,4,0,PROD_145,Apparel,212.11,None,0,0.0,Retail,North,484,Higher,35,7423.85
2023-10-31,Tuesday,10,4,0,PROD_128,Home & Garden,191.14,None,0,0.0,Retail,South,124,Same,19,3631.66
2023-11-01,Wednesday,11,4,0,PROD_148,Home & Garden,195.46,Flash Sale,11,0.25,Corporate,East,247,Same,46,6743.37
2023-11-02,Thursday,11,4,0,PROD_128,Electronics,80.23,None,0,0.0,Retail,East,266,Same,62,4974.26
2023-11-04,Saturday,11,4,0,PROD_143,Electronics,81.3,None,0,0.0,Wholesale,South,207,Lower,22,1788.6
2023-11-06,Monday,11,4,1,PROD_115,Apparel,77.93,Seasonal Sale,4,0.15,Retail,South,102,Lower,101,6690.29
2023-11-07,Tuesday,11,4,0,PROD_143,Home & Garden,64.52,None,0,0.0,Wholesale,West,205,Same,73,4709.96
2023-11-08,Wednesday,11,4,0,PROD_146,Home & Garden,201.88,None,0,0.0,Corporate,East,271,Same,35,7065.8
2023-11-09,Thursday,11,4,0,PROD_109,Electronics,256.68,Flash Sale,4,0.25,Retail,East,374,Higher,152,29261.52
2023-11-11,Saturday,11,4,0,PROD_129,Home & Garden,221.43,Flash Sale,11,0.25,Retail,North,257,Same,57,9466.13
2023-11-13,Monday,11,4,0,PROD_124,Beauty,240.75,None,0,0.0,Retail,West,379,Lower,23,5537.25
2023-11-14,Tuesday,11,4,0,PROD_138,Electronics,130.37,None,0,0.0,Retail,North,203,Same,73,9517.01
2023-11-15,Wednesday,11,4,0,PROD_119,Apparel,201.41,Clearance,13,0.4,Wholesale,East,303,Same,60,7250.76
2023-11-16,Thursday,11,4,0,PROD_104,Electronics,115.96,Seasonal Sale,8,0.15,Corporate,North,404,Same,39,3844.07
2023-11-17,Friday,11,4,0,PROD_100,Home & Garden,164.77,None,0,0.0,Retail,East,445,Same,25,4119.25
2023-11-18,Saturday,11,4,0,PROD_129,Apparel,152.27,Flash Sale,8,0.25,Retail,East,229,Higher,37,4225.49
2023-11-19,Sunday,11,4,0,PROD_148,Electronics,65.41,None,0,0.0,Retail,North,323,Higher,66,4317.06
2023-11-20,Monday,11,4,0,PROD_102,Beauty,125.32,None,0,0.0,Wholesale,North,315,Same,76,9524.32
2023-11-21,Tuesday,11,4,0,PROD_144,Beauty,289.69,None,0,0.0,Retail,South,116,Same,78,22595.82
2023-11-22,Wednesday,11,4,1,PROD_113,Electronics,85.85,Seasonal Sale,4,0.15,Retail,South,466,Higher,205,14959.36
2023-11-23,Thursday,11,4,0,PROD_129,Beauty,53.13,None,0,0.0,Wholesale,South,479,Same,48,2550.24
2023-11-24,Friday,11,4,0,PROD_149,Beauty,134.3,Seasonal Sale,10,0.15,Wholesale,East,475,Lower,49,5593.6
2023-11-26,Sunday,11,4,1,PROD_103,Beauty,240.25,None,0,0.0,Retail,North,491,Same,91,21862.75
2023-11-28,Tuesday,11,4,0,PROD_117,Apparel,180.91,None,0,0.0,Wholesale,West,227,Lower,25,4522.75
2023-11-29,Wednesday,11,4,0,PROD_136,Beauty,209.08,None,0,0.0,Retail,East,389,Same,56,11708.48
2023-11-30,Thursday,11,4,0,PROD_124,Beauty,69.06,Seasonal Sale,4,0.15,Retail,West,407,Same,30,1761.03
2023-12-01,Friday,12,4,0,PROD_147,Beauty,191.4,None,0,0.0,Wholesale,North,441,Same,64,12249.6
2023-12-02,Saturday,12,4,0,PROD_100,Apparel,107.2,None,0,0.0,Wholesale,East,430,Lower,38,4073.6
2023-12-03,Sunday,12,4,0,PROD_145,Electronics,252.78,Flash Sale,7,0.25,Retail,West,156,Same,104,19716.84
2023-12-04,Monday,12,4,0,PROD_114,Home & Garden,194.35,None,0,0.0,Retail,West,386,Same,46,8940.1
2023-12-05,Tuesday,12,4,0,PROD_108,Beauty,71.67,Clearance,8,0.4,Retail,South,419,Same,83,3569.17
2023-12-06,Wednesday,12,4,0,PROD_114,Electronics,33.42,None,0,0.0,Retail,South,203,Same,17,568.14
2023-12-07,Thursday,12,4,0,PROD_148,Beauty,27.15,Seasonal Sale,3,0.15,Retail,South,95,Same,74,1707.74
2023-12-08,Friday,12,4,0,PROD_123,Apparel,120.85,None,0,0.0,Retail,East,306,Lower,24,2900.4
2023-12-09,Saturday,12,4,0,PROD_103,Electronics,90.77,Clearance,7,0.4,Retail,North,491,Lower,107,5827.43
2023-12-11,Monday,12,4,0,PROD_111,Apparel,199.14,None,0,0.0,Wholesale,North,394,Higher,76,15134.64
2023-12-12,Tuesday,12,4,0,PROD_136,Beauty,157.31,None,0,0.0,Wholesale,South,161,Higher,31,4876.61
2023-12-13,Wednesday,12,4,0,PROD_136,Beauty,90.82,None,0,0.0,Wholesale,South,256,Same,19,1725.58
2023-12-14,Thursday,12,4,0,PROD_142,Apparel,57.53,None,0,0.0,Retail,South,44,Lower,49,2818.97
2023-12-15,Friday,12,4,0,PROD_105,Home & Garden,51.25,None,0,0.0,Corporate,West,309,Same,43,2203.75
2023-12-16,Saturday,12,4,0,PROD_138,Apparel,261.43,Clearance,8,0.4,Wholesale,South,86,Same,64,10038.91
2023-12-17,Sunday,12,4,0,PROD_145,Beauty,84.39,None,0,0.0,Wholesale,West,269,Higher,60,5063.4
2023-12-18,Monday,12,4,0,PROD_123,Apparel,200.74,Seasonal Sale,7,0.15,Wholesale,North,427,Lower,21,3583.21
2023-12-19,Tuesday,12,4,0,PROD_110,Home & Garden,246.05,Seasonal Sale,7,0.15,Corporate,East,137,Lower,43,8993.13
2023-12-20,Wednesday,12,4,0,PROD_112,Apparel,190.01,Seasonal Sale,12,0.15,Retail,East,92,Same,68,10982.58
2023-12-21,Thursday,12,4,0,PROD_133,Home & Garden,259.98,None,0,0.0,Retail,East,301,Same,44,11439.12
2023-12-22,Friday,12,4,0,PROD_124,Home & Garden,126.83,None,0,0.0,Wholesale,East,423,Same,40,5073.2
2023-12-23,Saturday,12,4,0,PROD_106,Apparel,287.52,Seasonal Sale,10,0.15,Wholesale,West,467,Lower,50,12219.6
2023-12-24,Sunday,12,4,0,PROD_103,Apparel,52.95,Clearance,4,0.4,Wholesale,West,379,Same,41,1302.57
2023-12-25,Monday,12,4,1,PROD_107,Electronics,44.11,None,0,0.0,Retail,South,29,Higher,74,3264.14
2023-12-26,Tuesday,12,4,0,PROD_119,Beauty,202.73,None,0,0.0,Retail,West,230,Higher,70,14191.1
2023-12-27,Wednesday,12,4,0,PROD_128,Home & Garden,283.71,None,0,0.0,Retail,South,342,Same,70,19859.7
2023-12-28,Thursday,12,4,0,PROD_144,Electronics,245.53,Clearance,12,0.4,Corporate,South,171,Same,73,10754.21
2023-12-29,Friday,12,4,0,PROD_145,Apparel,36.78,None,0,0.0,Retail,East,24,Lower,31,1140.18
2023-12-30,Saturday,12,4,0,PROD_109,Beauty,94.62,None,0,0.0,Retail,West,214,Same,75,7096.5
2023-12-31,Sunday,12,4,0,PROD_142,Electronics,280.14,Flash Sale,5,0.25,Retail,West,461,Same,117,24582.28
2024-01-01,Monday,1,1,0,PROD_133,Home & Garden,87.12,None,0,0.0,Retail,South,302,Same,12,1045.44
2024-01-02,Tuesday,1,1,0,PROD_125,Electronics,237.63,None,0,0.0,Wholesale,South,483,Same,31,7366.53
2024-01-03,Wednesday,1,1,0,PROD_140,Home & Garden,250.16,Seasonal Sale,8,0.15,Wholesale,North,132,Lower,21,4465.36
2024-01-04,Thursday,1,1,0,PROD_148,Apparel,156.2,Clearance,6,0.4,Wholesale,North,290,Lower,38,3561.36
2024-01-05,Friday,1,1,0,PROD_102,Beauty,125.11,None,0,0.0,Retail,South,182,Same,20,2502.2
2024-01-06,Saturday,1,1,1,PROD_105,Beauty,143.29,None,0,0.0,Wholesale,North,479,Lower,41,5874.89
2024-01-07,Sunday,1,1,0,PROD_104,Beauty,79.68,None,0,0.0,Retail,North,124,Lower,9,717.12
2024-01-09,Tuesday,1,1,0,PROD_104,Apparel,268.48,None,0,0.0,Wholesale,South,200,Higher,28,7517.44
2024-01-10,Wednesday,1,1,0,PROD_146,Home & Garden,143.43,Seasonal Sale,12,0.15,Retail,South,63,Same,40,4876.62
2024-01-11,Thursday,1,1,0,PROD_122,Apparel,266.5,None,0,0.0,Retail,West,301,Same,20,5330.0
2024-01-12,Friday,1,1,0,PROD_148,Beauty,45.12,None,0,0.0,Wholesale,South,194,Higher,29,1308.48
2024-01-13,Saturday,1,1,0,PROD_108,Apparel,296.66,None,0,0.0,Corporate,South,181,Higher,27,8009.82
2024-01-14,Sunday,1,1,0,PROD_134,Apparel,141.33,None,0,0.0,Retail,East,490,Same,17,2402.61
2024-01-15,Monday,1,1,0,PROD_119,Apparel,28.63,None,0,0.0,Wholesale,West,370,Higher,16,458.08
2024-01-16,Tuesday,1,1,0,PROD_148,Home & Garden,25.84,Flash Sale,3,0.25,Retail,West,453,Same,46,891.48
2024-01-17,Wednesday,1,1,0,PROD_141,Electronics,227.67,None,0,0.0,Retail,West,359,Same,15,3415.05
2024-01-18,Thursday,1,1,0,PROD_134,Electronics,202.83,Flash Sale,12,0.25,Retail,East,159,Same,55,8366.74
2024-01-19,Friday,1,1,0,PROD_149,Apparel,243.61,Flash Sale,13,0.25,Retail,South,490,Same,58,10597.04
2024-01-20,Saturday,1,1,0,PROD_117,Electronics,45.03,None,0,0.0,Retail,West,151,Same,27,1215.81
2024-01-22,Monday,1,1,0,PROD_116,Electronics,25.14,None,0,0.0,Retail,West,106,Same,12,301.68
2024-01-24,Wednesday,1,1,0,PROD_123,Apparel,159.95,None,0,0.0,Retail,North,195,Lower,18,2879.1
2024-01-25,Thursday,1,1,0,PROD_102,Apparel,125.46,None,0,0.0,Corporate,West,202,Same,21,2634.66
2024-01-26,Friday,1,1,0,PROD_131,Beauty,146.65,None,0,0.0,Retail,South,387,Lower,17,2493.05
2024-01-27,Saturday,1,1,0,PROD_134,Electronics,297.6,None,0,0.0,Wholesale,South,148,Same,12,3571.2
2024-01-28,Sunday,1,1,0,PROD_137,Home & Garden,291.66,None,0,0.0,Retail,North,265,Same,30,8749.8
2024-01-29,Monday,1,1,0,PROD_112,Apparel,283.56,Flash Sale,8,0.25,Wholesale,West,108,Same,44,9357.48
2024-01-30,Tuesday,1,1,0,PROD_146,Beauty,238.4,None,0,0.0,Retail,West,85,Higher,27,6436.8
2024-01-31,Wednesday,1,1,0,PROD_124,Home & Garden,116.13,Flash Sale,7,0.25,Retail,West,177,Higher,55,4790.36
2024-02-01,Thursday,2,1,0,PROD_108,Electronics,132.46,None,0,0.0,Retail,East,406,Same,16,2119.36
2024-02-02,Friday,2,1,0,PROD_103,Beauty,171.64,Flash Sale,3,0.25,Retail,West,397,Same,45,5792.85
2024-02-03,Saturday,2,1,0,PROD_113,Apparel,251.7,None,0,0.0,Retail,South,168,Same,34,8557.8
2024-02-04,Sunday,2,1,0,PROD_136,Home & Garden,34.58,None,0,0.0,Wholesale,South,492,Lower,20,691.6
2024-02-05,Monday,2,1,0,PROD_133,Apparel,135.92,Seasonal Sale,9,0.15,Wholesale,East,359,Lower,9,1039.79
2024-02-06,Tuesday,2,1,0,PROD_110,Electronics,38.55,None,0,0.0,Wholesale,East,452,Same,16,616.8
2024-02-07,Wednesday,2,1,0,PROD_140,Home & Garden,161.68,None,0,0.0,Wholesale,West,135,Same,37,5982.16
2024-02-08,Thursday,2,1,0,PROD_102,Electronics,271.19,Clearance,13,0.4,Retail,North,233,Same,36,5857.7
2024-02-09,Friday,2,1,0,PROD_127,Electronics,238.01,None,0,0.0,Retail,East,488,Higher,36,8568.36
2024-02-10,Saturday,2,1,0,PROD_128,Beauty,79.94,None,0,0.0,Retail,East,465,Lower,16,1279.04
2024-02-11,Sunday,2,1,0,PROD_108,Apparel,293.16,Seasonal Sale,9,0.15,Retail,West,391,Lower,36,8970.7
2024-02-12,Monday,2,1,0,PROD_102,Home & Garden,205.19,Flash Sale,6,0.25,Retail,West,313,Higher,65,10003.01
2024-02-13,Tuesday,2,1,0,PROD_124,Electronics,17.97,Seasonal Sale,5,0.15,Retail,East,272,Lower,13,198.57
2024-02-14,Wednesday,2,1,0,PROD_133,Electronics,87.79,None,0,0.0,Retail,North,162,Same,23,2019.17
2024-02-15,Thursday,2,1,0,PROD_111,Home & Garden,89.3,Seasonal Sale,13,0.15,Retail,East,269,Same,45,3415.72
2024-02-16,Friday,2,1,0,PROD_141,Electronics,34.74,None,0,0.0,Wholesale,West,385,Same,24,833.76
2024-02-17,Saturday,2,1,0,PROD_108,Beauty,288.55,Seasonal Sale,3,0.15,Wholesale,West,455,Lower,12,2943.21
2024-02-19,Monday,2,1,0,PROD_114,Beauty,151.3,Clearance,9,0.4,Retail,East,482,Lower,20,1815.6
2024-02-20,Tuesday,2,1,0,PROD_139,Beauty,270.31,Seasonal Sale,11,0.15,Corporate,North,321,Lower,7,1608.34
2024-02-21,Wednesday,2,1,0,PROD_124,Beauty,106.83,Flash Sale,10,0.25,Corporate,East,44,Same,49,3926.0
2024-02-22,Thursday,2,1,0,PROD_104,Electronics,50.69,None,0,0.0,Retail,East,296,Same,13,658.97
2024-02-23,Friday,2,1,0,PROD_110,Home & Garden,150.19,Seasonal Sale,8,0.15,Retail,West,491,Lower,10,1276.62
2024-02-24,Saturday,2,1,0,PROD_133,Home & Garden,47.48,Flash Sale,13,0.25,Retail,North,396,Same,57,2029.77
2024-02-25,Sunday,2,1,0,PROD_123,Home & Garden,153.51,None,0,0.0,Corporate,South,397,Higher,12,1842.12
2024-02-26,Monday,2,1,0,PROD_114,Home & Garden,277.28,Flash Sale,10,0.25,Wholesale,North,408,Lower,44,9150.24
2024-02-27,Tuesday,2,1,0,PROD_137,Apparel,163.42,None,0,0.0,Retail,East,89,Same,12,1961.04
2024-02-28,Wednesday,2,1,0,PROD_107,Home & Garden,190.7,Seasonal Sale,11,0.15,Retail,East,132,Same,39,6321.7
2024-02-29,Thursday,2,1,0,PROD_104,Apparel,59.64,Flash Sale,4,0.25,Retail,East,382,Same,13,581.49
2024-03-01,Friday,3,1,0,PROD_147,Apparel,27.46,Seasonal Sale,4,0.15,Retail,North,131,Same,39,910.3
2024-03-02,Saturday,3,1,0,PROD_125,Beauty,46.58,None,0,0.0,Retail,West,383,Same,20,931.6
2024-03-03,Sunday,3,1,0,PROD_117,Apparel,185.58,None,0,0.0,Wholesale,East,322,Higher,48,8907.84
2024-03-04,Monday,3,1,0,PROD_105,Electronics,42.08,None,0,0.0,Wholesale,East,490,Higher,16,673.28
2024-03-05,Tuesday,3,1,0,PROD_136,Apparel,122.16,Clearance,12,0.4,Wholesale,North,471,Same,51,3738.1
2024-03-06,Wednesday,3,1,0,PROD_147,Beauty,171.78,None,0,0.0,Wholesale,South,110,Same,16,2748.48
2024-03-07,Thursday,3,1,0,PROD_112,Apparel,125.77,None,0,0.0,Wholesale,South,37,Same,33,4150.41
2024-03-08,Friday,3,1,0,PROD_127,Electronics,61.65,Seasonal Sale,9,0.15,Retail,West,168,Same,49,2567.72
2024-03-09,Saturday,3,1,0,PROD_104,Electronics,93.03,None,0,0.0,Wholesale,West,495,Same,36,3349.08
2024-03-10,Sunday,3,1,0,PROD_112,Electronics,279.57,Seasonal Sale,10,0.15,Retail,East,246,Lower,20,4752.69
2024-03-12,Tuesday,3,1,0,PROD_116,Beauty,207.65,Seasonal Sale,6,0.15,Wholesale,North,233,Same,48,8472.12
2024-03-13,Wednesday,3,1,0,PROD_149,Beauty,156.37,Flash Sale,4,0.25,Retail,East,379,Same,18,2111.0
2024-03-14,Thursday,3,1,0,PROD_139,Home & Garden,18.62,None,0,0.0,Wholesale,West,170,Same,32,595.84
2024-03-15,Friday,3,1,0,PROD_144,Beauty,297.84,None,0,0.0,Retail,North,211,Higher,12,3574.08
2024-03-16,Saturday,3,1,0,PROD_131,Electronics,206.36,None,0,0.0,Retail,North,470,Lower,24,4952.64
2024-03-17,Sunday,3,1,0,PROD_128,Electronics,105.32,None,0,0.0,Retail,West,59,Same,18,1895.76
2024-03-18,Monday,3,1,0,PROD_102,Beauty,265.59,None,0,0.0,Retail,South,261,Lower,22,5842.98
2024-03-19,Tuesday,3,1,0,PROD_139,Apparel,88.65,None,0,0.0,Wholesale,South,157,Higher,41,3634.65
2024-03-20,Wednesday,3,1,0,PROD_133,Beauty,170.04,Seasonal Sale,9,0.15,Wholesale,North,364,Same,28,4046.95
2024-03-21,Thursday,3,1,0,PROD_139,Beauty,196.28,Seasonal Sale,12,0.15,Retail,East,199,Same,36,6006.17
2024-03-22,Friday,3,1,0,PROD_126,Electronics,78.0,None,0,0.0,Retail,South,219,Same,25,1950.0
2024-03-23,Saturday,3,1,0,PROD_112,Home & Garden,293.84,Flash Sale,12,0.25,Retail,East,222,Same,35,7713.3
2024-03-24,Sunday,3,1,0,PROD_144,Electronics,228.23,Clearance,11,0.4,Retail,South,80,Higher,47,6436.09
2024-03-25,Monday,3,1,0,PROD_132,Home & Garden,173.98,Flash Sale,12,0.25,Retail,South,211,Same,31,4045.04
2024-03-26,Tuesday,3,1,0,PROD_105,Electronics,66.47,Seasonal Sale,13,0.15,Wholesale,East,24,Same,26,1468.99
2024-03-27,Wednesday,3,1,0,PROD_123,Beauty,30.35,None,0,0.0,Retail,West,397,Higher,15,455.25
2024-03-28,Thursday,3,1,0,PROD_118,Electronics,106.22,None,0,0.0,Retail,South,256,Same,28,2974.16
2024-03-29,Friday,3,1,0,PROD_115,Electronics,229.66,None,0,0.0,Retail,South,200,Lower,13,2985.58
2024-03-30,Saturday,3,1,0,PROD_139,Electronics,91.76,None,0,0.0,Retail,East,330,Same,36,3303.36
2024-03-31,Sunday,3,1,0,PROD_127,Beauty,168.77,Clearance,10,0.4,Retail,West,56,Higher,35,3544.17
2024-04-01,Monday,4,2,0,PROD_132,Beauty,222.46,Flash Sale,6,0.25,Wholesale,South,75,Same,39,6506.96
2024-04-02,Tuesday,4,2,0,PROD_147,Beauty,45.76,None,0,0.0,Retail,South,462,Lower,8,366.08
2024-04-05,Friday,4,2,0,PROD_140,Beauty,210.31,None,0,0.0,Retail,West,256,Same,22,4626.82
2024-04-06,Saturday,4,2,0,PROD_112,Home & Garden,41.18,Flash Sale,3,0.25,Retail,South,377,Same,69,2131.06
2024-04-07,Sunday,4,2,0,PROD_142,Home & Garden,290.06,None,0,0.0,Retail,West,368,Lower,23,6671.38
2024-04-08,Monday,4,2,0,PROD_144,Apparel,154.19,None,0,0.0,Retail,West,216,Same,49,7555.31
2024-04-09,Tuesday,4,2,0,PROD_124,Beauty,57.94,Flash Sale,8,0.25,Corporate,East,92,Higher,86,3737.13
2024-04-10,Wednesday,4,2,0,PROD_141,Home & Garden,112.58,None,0,0.0,Wholesale,North,78,Same,41,4615.78
2024-04-12,Friday,4,2,0,PROD_135,Electronics,132.82,None,0,0.0,Retail,West,259,Same,39,5179.98
2024-04-13,Saturday,4,2,0,PROD_126,Beauty,231.08,None,0,0.0,Retail,East,21,Same,22,5083.76
2024-04-14,Sunday,4,2,0,PROD_137,Apparel,226.88,Flash Sale,11,0.25,Retail,North,468,Lower,11,1871.76
2024-04-15,Monday,4,2,0,PROD_106,Apparel,189.4,None,0,0.0,Retail,South,379,Higher,55,10417.0
2024-04-16,Tuesday,4,2,1,PROD_104,Apparel,45.19,None,0,0.0,Wholesale,North,207,Same,36,1626.84
2024-04-17,Wednesday,4,2,0,PROD_142,Electronics,58.2,None,0,0.0,Wholesale,West,326,Same,23,1338.6
2024-04-18,Thursday,4,2,0,PROD_144,Home & Garden,41.72,None,0,0.0,Retail,West,49,Same,38,1585.36
2024-04-21,Sunday,4,2,0,PROD_130,Electronics,179.49,None,0,0.0,Retail,West,286,Same,43,7718.07
2024-04-22,Monday,4,2,0,PROD_122,Beauty,264.98,Seasonal Sale,6,0.15,Retail,West,495,Same,37,8333.62
2024-04-23,Tuesday,4,2,0,PROD_141,Apparel,138.63,None,0,0.0,Wholesale,West,127,Lower,11,1524.93
2024-04-24,Wednesday,4,2,0,PROD_109,Electronics,60.84,Flash Sale,11,0.25,Wholesale,East,351,Higher,80,3650.4
2024-04-25,Thursday,4,2,0,PROD_131,Electronics,174.04,None,0,0.0,Retail,West,442,Higher,52,9050.08
